match_id,t1_name,t2_name,t1_win,t1_officialwin_before,t2_officialwin_before,t1_pagerank_before,t2_pagerank_before,t1_playerrank_before,t2_playerrank_before
34191,Vancouver Titans,Houston Outlaws,0,2,4,0.02242972024419223,0.03505035356469585,1101.582321193793,1513.7846732720172
34192,New York Excelsior,Hangzhou Spark,1,7,5,0.05443396362645743,0.057143797417947825,1892.0110337133174,1624.9691976394072
34193,Shanghai Dragons,London Spitfire,1,9,3,0.10604642930818041,0.03015232681252958,1919.0155527462284,1580.493355338306
34194,Seoul Dynasty,Chengdu Hunters,0,3,3,0.07527703779619578,0.0699411819365111,1553.43328962508,1551.879173388701
34195,Vancouver Titans,Florida Mayhem,0,2,5,0.022427161455949297,0.03559623515183895,1156.5224591409115,1711.7395226912786
34196,Toronto Defiant,San Francisco Shock,0,4,5,0.03106115675357664,0.03674436503504552,1407.8284326821959,1762.8361347604568
34197,Philadelphia Fusion,Dallas Fuel,1,9,3,0.08449966800627615,0.021662938248974962,2121.4015521500537,1581.6501887439506
34198,London Spitfire,Guangzhou Charge,0,3,5,0.0288159632864312,0.07303478270835552,1598.908183668554,1808.9745804249437
34201,Houston Outlaws,Atlanta Reign,0,5,4,0.037440709393413,0.02498204037503942,1438.2191408378258,1681.122074404483
34202,Toronto Defiant,Los Angeles Valiant,0,4,3,0.03131962794422315,0.03601473680215052,1429.4950683609006,1456.9548877737814
34211,Washington Justice,Vancouver Titans,1,2,2,0.01488035523250788,0.02231517400964852,1357.2123127533287,1121.6953148951825
34221,Paris Eternal,Los Angeles Gladiators,1,5,3,0.09495289308918983,0.03939363606249608,1694.8079348275148,1599.3138535036217
34222,New York Excelsior,Guangzhou Charge,0,8,6,0.05740070847309396,0.06778739056599493,1843.537095012917,1782.4512293139958
34223,London Spitfire,Chengdu Hunters,1,3,4,0.02196284598556795,0.07751177180128759,1663.339088415253,1475.8774232583094
34224,Shanghai Dragons,Seoul Dynasty,0,10,3,0.1146706921534023,0.03563199300493773,1853.4829417721548,1749.7598689844156
34225,Toronto Defiant,Los Angeles Gladiators,0,4,3,0.03085354690213217,0.03557715137941165,1404.7486130332304,1656.1204304831479
34226,Florida Mayhem,Boston Uprising,1,6,1,0.03727879564403379,0.013842560244335328,1646.5981484097595,1138.8386368040667
34227,Philadelphia Fusion,Paris Eternal,1,10,6,0.08450837398156862,0.09791642582301528,2025.4614583617274,1608.5127014909153
34228,New York Excelsior,Chengdu Hunters,1,8,4,0.057153556923843815,0.12486067326662462,1949.5458595041043,1524.491028852808
34229,Seoul Dynasty,Hangzhou Spark,0,4,5,0.03450028741479895,0.06289512242801641,1556.1507384078475,1679.4847610320396
34230,San Francisco Shock,Houston Outlaws,1,6,5,0.037177829736240356,0.04151838701136856,1755.3846475709904,1480.4893503455216
34231,Los Angeles Valiant,Atlanta Reign,1,4,5,0.028222928255608334,0.027175896436696715,1498.4266983363925,1510.377900997497
34232,Washington Justice,Dallas Fuel,0,3,3,0.016528610714211453,0.020360678062494246,1283.2589252974713,1581.5679119237914
34233,Shanghai Dragons,New York Excelsior,1,10,9,0.08157884930027151,0.058781831566069545,1897.5662209751147,1912.1395606246285
34234,Seoul Dynasty,Guangzhou Charge,0,4,7,0.030167467917596467,0.04590121782719318,1644.6153346823448,1696.9590946655799
34235,Vancouver Titans,Philadelphia Fusion,0,2,11,0.020931164079306785,0.0864582450726524,1500,1890.2180613161966
34241,Paris Eternal,Dallas Fuel,1,6,4,0.09894541917577244,0.021253724268246878,1739.9360491754246,1545.1565650805958
34491,Paris Eternal,Boston Uprising,1,7,1,0.10344219308392016,0.01936906367002679,1739.9360491754246,1307.5209601352492
34492,Toronto Defiant,Atlanta Reign,0,4,5,0.03331761117291003,0.02702950860346713,1400.5155823941022,1704.8925031911265
34493,Washington Justice,Los Angeles Gladiators,0,3,4,0.016999985327907446,0.03952951238784975,1335.8431677515084,1543.6709269162159
34494,Houston Outlaws,Dallas Fuel,0,5,4,0.03729108550335729,0.021372257633945676,1456.3246412425403,1581.5415860193052
34495,Vancouver Titans,Toronto Defiant,0,2,4,0.021368458913701663,0.031125639148926323,1115.1356640593253,1447.8177101792326
34501,San Francisco Shock,Dallas Fuel,1,7,5,0.04387008985604639,0.023583774870200233,1803.4719453754494,1545.1565650805958
34502,Paris Eternal,Los Angeles Valiant,0,8,5,0.10536850315281662,0.03819635407758876,1762.1485356728724,1543.0255867137387
34503,Philadelphia Fusion,Los Angeles Gladiators,1,12,5,0.08668262902105647,0.039738835303623724,2124.1567869196547,1544.8251531336764
34504,Florida Mayhem,Atlanta Reign,1,7,6,0.03889851771792142,0.02919243794420662,1784.5764723453178,1620.8616609975195
34505,San Francisco Shock,Los Angeles Valiant,1,8,6,0.04634911653399419,0.05130577254233322,1835.9560262887103,1543.0255867137387
34506,San Francisco Shock,Florida Mayhem,1,9,8,0.04745959481670972,0.06285954701329786,1873.8090750459621,1784.5764723453178
34507,Philadelphia Fusion,Florida Mayhem,0,13,8,0.07792437120147501,0.03745700900847232,2017.9885752830533,1818.5152687359086
34512,Seoul Dynasty,Hangzhou Spark,1,4,6,0.06967201935762267,0.05651511892682606,1748.2835712024828,1630.955497103603
34513,New York Excelsior,Chengdu Hunters,1,9,4,0.05535647901926555,0.07731249573686938,1892.0110337133174,1523.3996264374434
34514,Shanghai Dragons,London Spitfire,1,11,4,0.10003189111218404,0.027590451635031047,1886.3947879708116,1528.0062244773665
34515,Seoul Dynasty,Guangzhou Charge,1,5,8,0.07484483597230956,0.06898420939443163,1709.0091984562312,1835.1177734123764
34516,Shanghai Dragons,Seoul Dynasty,1,12,6,0.1086413968976964,0.0847811123364535,1898.060731761277,1768.6653267090226
34517,Shanghai Dragons,New York Excelsior,1,13,10,0.10012520075241148,0.05661257584486197,1974.2681182105246,1868.8541574568155
34521,Los Angeles Gladiators,Boston Uprising,0,5,1,0.038170796822146524,0.013437242327011644,1478.9376960191955,1290.0317943073396
34531,San Francisco Shock,Atlanta Reign,1,10,6,0.03965472042872126,0.028481910500332316,1746.7070475210219,1716.230670352612
34601,Seoul Dynasty,Chengdu Hunters,1,6,4,0.0836259096750749,0.07449374802066165,1572.9258570686136,1480.7443194450905
34602,Shanghai Dragons,Hangzhou Spark,1,14,6,0.11292747704866532,0.05186195211811581,2058.9246628356,1590.5356153584266
34603,Washington Justice,Los Angeles Gladiators,0,3,5,0.015522650143138313,0.05041010003080147,1291.4719806339765,1539.0840671579826
34604,Vancouver Titans,Boston Uprising,1,2,2,0.024677781801601482,0.017718952172794324,1295.719998272174,1236.5456342327864
34605,Toronto Defiant,Dallas Fuel,0,5,5,0.024376445317751707,0.022603079427155684,1332.7964300461156,1452.776130455867
