match_id,t1_win,avg_10_t1_Hero_Damage_Done,avg_10_t1_Final_Blows,avg_10_t1_Healing_done,avg_10_t1_Deaths,avg_10_t2_Hero_Damage_done,avg_10_t2_Final_Blows,avg_10_t2_Healing_done,avg_10_t2_Deaths
34506,1,3160.143108409609,2.8806493237908803,2169.9232078341106,3.0448314096027955,3615.5287374743225,2.955277544614478,1717.3309876421483,2.940351900449759
34507,0,3131.073555329266,2.3325138493329867,1921.836738309507,3.4724642268265518,3815.055690238104,3.384775736250124,1826.6608499636845,2.367589245563558
34512,1,4008.3350420446864,3.1709917537975847,2080.431381796608,1.8753177038587863,3365.7677190149752,1.8753177038587863,2169.2551483695743,3.239185124846995
34513,1,3877.4188036287223,2.724609274075171,2073.6781691529786,2.6092818973947405,3878.622083547878,2.5948659753096868,2075.9526776920097,2.7822729624153864
34514,1,3224.1371409541816,2.128044982826152,2610.009860766258,2.231852055159135,4152.244955744449,2.197249697714807,2033.2317167882284,2.1453461615483156
34515,1,3413.0165717004184,2.567799891261906,1946.605151368113,3.2018245557710188,3606.824118053863,3.154272705932835,2023.0684467990695,2.662903590938273
34516,1,3418.305090221805,3.3089684087758884,1896.6999486640464,3.0246927722831143,3580.9983488525477,3.0019507213636927,1779.9159576950392,3.377194561534154
34517,1,4303.054725829596,3.856329418807841,1895.3923398179215,2.2566668450801437,3170.731981352184,2.2281014419778633,2443.490480740382,3.856329418807841
34521,0,3251.644870133142,2.753915847486374,1882.2546264872442,3.2482084354967484,3514.0211662819393,3.163472563266399,1709.4702697836265,2.8104064289732738
34531,1,4002.217153283629,3.9064044108245084,1810.3111278569324,2.5159892815479883,3169.6646970382512,2.5159892815479883,2149.080572780652,4.038824899327034
34601,1,4076.351060506299,3.89668802453031,1814.7955107309372,2.044164209589671,3212.013280738758,2.044164209589671,1960.4432281098861,3.928628090305149
34602,1,3807.703952015698,4.013226500677351,1844.6621446709964,2.511875579560644,3181.21010403205,2.511875579560644,2018.2352231307977,4.070970766874147
34603,0,3227.62715440173,2.3738435758284195,1988.014395898821,4.001075059259191,3845.409778164487,3.886211660428783,1746.1966092854498,2.4887069746588266
34604,1,3916.635717886056,3.2217400806477454,1858.6883674321168,2.8954879205821507,3506.359902439425,2.875097160578051,2168.2031987041228,3.2625216006559445
34605,0,3253.04447246438,2.8129663897859616,1634.968279792161,4.272524422222074,3517.3428646964157,4.245987003450509,1615.4758928972128,2.972190902415356
34606,0,3874.61663369143,2.7023443466177564,2215.074344925078,3.032630877871038,3978.0065073432233,2.9575657571316554,2358.0444146031523,2.7173573707656327
34607,1,3675.0625898923,3.4235808814454356,2078.261477389208,1.84552406890418,3273.663983388253,1.792030617631595,2017.0669553987102,3.4770743327180207
34608,1,3760.1973838490626,3.4348789697931887,1704.4591696590194,2.32359459721304,2962.3414077017437,2.2629790859813954,2073.048006192471,3.53590482184593
34609,1,3499.847224332716,2.7243401742338254,1663.1098620134235,2.123106480609809,2830.6728054625055,2.1043179276840585,2032.7751064321437,2.743128727159576
34610,0,2834.287444026103,2.3659844394603673,1668.2653319543526,4.399900887417526,3650.0115843932003,4.316883889541723,1549.1662275089964,2.3659844394603673
34611,1,3116.2728331288745,3.3741028055568596,1592.7736273100156,3.1158806520703655,2992.39816817303,3.0986658418379323,1713.8455729542761,3.3741028055568596
34612,1,3036.3160968656384,2.6864229216872477,1736.0159535140212,1.4551457492472593,2525.2956280780586,1.4271621771463503,1802.6998158313108,2.6864229216872477
34613,1,2740.017199204831,2.6138602144736156,1483.7949267781944,2.8910878129783932,2762.8098685582963,2.8712858416566234,1530.0436636022096,2.712870071082465
34614,1,3225.564801731021,3.269622710339891,1434.8657712215636,3.2203319157116512,2916.1861258861845,3.088889796703013,1707.6337079375214,3.3189135049681306
34615,0,2835.034692483015,2.6967189066569826,1825.6739611386165,3.3415864712923478,3366.029839738295,3.2829621472345876,1620.6839127328954,2.7406871497003027
34616,1,3185.8900504966,3.321950751942252,1541.3972950021678,3.9547032761217293,3101.2581190863316,3.9547032761217293,1608.9059900400164,3.367147360812215
34617,0,3085.659947261396,2.9608797358792356,1687.5637422338855,3.9614528880039432,3419.964339266561,3.9206131675090568,1685.7096862789392,3.0017194563741216
34618,0,2888.0198398573143,2.4971863743553357,1952.4161452014957,4.4829008407101805,3752.791602113097,4.362554509415948,1672.125495823143,2.527272957178894
34619,1,3744.20308692274,4.673257304077756,1697.1874917022194,2.3207332190318106,2736.2074466127447,2.257151487003542,1668.3511406169207,4.8957933661766955
34620,0,3178.3896622223115,2.971926834536153,1939.168977767315,3.2748902497073145,3501.1594211019947,3.2460365911195845,1827.0905641847964,3.000780493123883
34621,1,2998.7541628977915,3.1678645134559025,1738.8399345759865,1.8131856096754178,2740.0353264369537,1.8131856096754178,1510.673677506803,3.188705727360217
34622,0,2947.637863969233,2.8000792061839115,1574.984579336105,3.1566930673488436,3087.2850355311834,3.1170693049971843,1710.127444146387,2.839702968535571
34623,0,3184.3157902518215,3.0605081148352222,1961.9179462561694,4.490962994595163,3706.27793275545,4.457696602042606,1824.478289403879,3.0605081148352222
34624,0,2891.4361120172275,2.7997702699762304,1835.681870207619,3.7473848228912625,3362.2482647510606,3.682774739737965,1683.224971548864,2.8428436587450956
34625,1,3837.0496657874023,3.8048961242107695,1793.8327202357655,2.63023020666919,3003.3030552232362,2.5536215598729997,2104.837483852247,3.93257720220442
34626,1,3378.7039862648157,2.7398822208402622,1836.8861382180717,1.9483606903752975,3083.6895862645592,1.8570312830139555,1907.0900011736007,2.7398822208402622
34627,0,3058.5299993055296,2.6528952715553635,1829.6927218495127,4.047716496806121,3804.0120058553234,4.020367061016891,1622.1960687761464,2.6528952715553635
34631,1,3116.8806122597134,3.819639272255408,1530.7053960293954,3.3400433098197513,3127.6891262004356,3.305786455360061,1637.555665268397,3.888152981174787
34632,1,3422.960214078772,3.51130254420081,1580.259977265197,2.861061332311771,2952.7074154245356,2.861061332311771,1848.96888230617,3.563321841151933
34633,1,2972.7039659663624,3.1672099620802783,2091.749436102591,3.124409827457572,3689.6177514184565,3.0958764043757676,1720.453845463748,3.1814766736211806
34634,0,3265.184546513482,2.958671746564444,1644.880797499067,3.6739550259536506,3125.873583697585,3.641442149617778,1872.9196979103594,2.991184622900317
34635,1,3400.5941038843202,3.927382378426104,1609.6499866236775,2.089799797694624,2573.4289094227006,2.089799797694624,1689.4967490182573,3.9994444404155733
34641,1,3172.5510831539577,3.625052473742212,1706.7475148335957,3.0410162418615223,3102.449492202287,3.020877061451843,1545.6627730603702,3.645191654151891
34642,0,3371.4013441830853,1.9892092818335547,2302.737917858899,3.688727891555427,4230.793297326919,3.611477045658978,2213.2073426310635,2.0664601277300036
34713,0,3550.002542173555,2.8718970539883255,1821.5102352735125,3.2165247004669246,3372.361983698445,3.124623994739298,2072.2888633071348,2.894872230420232
34714,1,3606.576524616841,3.7524438716348616,1793.4863839763807,2.7962226533804184,3190.2827100829186,2.752758052550671,1911.3164900796373,3.7814202721880266
