,match_id,t1_name,t2_name,t1_win,avg10_t1_All_Damage_Done,avg10_t2_All_Damage_Done,avg10_t1_Assists,avg10_t2_Assists,avg10_t1_Average_Time_Alive,avg10_t2_Average_Time_Alive,avg10_t1_Barrier_Damage_Done,avg10_t2_Barrier_Damage_Done,avg10_t1_Damage_Blocked,avg10_t2_Damage_Blocked,avg10_t1_Damage_Done,avg10_t2_Damage_Done,avg10_t1_Damage_Taken,avg10_t2_Damage_Taken,avg10_t1_Deaths,avg10_t2_Deaths,avg10_t1_Eliminations,avg10_t2_Eliminations,avg10_t1_Final_Blows,avg10_t2_Final_Blows,avg10_t1_Hero_Damage_Done,avg10_t2_Hero_Damage_Done,avg10_t1_Multikills,avg10_t2_Multikills,avg10_t1_Objective_Kills,avg10_t2_Objective_Kills,avg10_t1_Objective_Time,avg10_t2_Objective_Time,avg10_t1_Offensive_Assists,avg10_t2_Offensive_Assists,avg10_t1_Time_Alive,avg10_t2_Time_Alive,avg10_t1_Time_Building_Ultimate,avg10_t2_Time_Building_Ultimate,avg10_t1_Time_Elapsed_per_Ultimate_Earned,avg10_t2_Time_Elapsed_per_Ultimate_Earned,avg10_t1_Time_Holding_Ultimate,avg10_t2_Time_Holding_Ultimate,avg10_t1_Time_Played,avg10_t2_Time_Played,avg10_t1_Ultimates_Earned_-_Fractional,avg10_t2_Ultimates_Earned_-_Fractional,avg10_t1_Ultimates_Used,avg10_t2_Ultimates_Used,avg10_t1_Damage_-_Quick_Melee,avg10_t2_Damage_-_Quick_Melee,avg10_t1_Defensive_Assists,avg10_t2_Defensive_Assists,avg10_t1_Environmental_Kills,avg10_t2_Environmental_Kills,avg10_t1_Healing_Done,avg10_t2_Healing_Done,avg10_t1_Knockback_Kills,avg10_t2_Knockback_Kills,avg10_t1_Melee_Final_Blows,avg10_t2_Melee_Final_Blows,avg10_t1_Melee_Percentage_of_Final_Blows,avg10_t2_Melee_Percentage_of_Final_Blows,avg10_t1_Shots_Fired,avg10_t2_Shots_Fired,avg10_t1_Weapon_Accuracy,avg10_t2_Weapon_Accuracy,avg10_t1_Environmental_Deaths,avg10_t2_Environmental_Deaths,avg10_t1_Solo_Kills,avg10_t2_Solo_Kills,avg10_t1_Turrets_Destroyed,avg10_t2_Turrets_Destroyed,avg10_t1_Teleporter_Pads_Destroyed,avg10_t2_Teleporter_Pads_Destroyed,avg10_t1_Recon_Assists,avg10_t2_Recon_Assists
0,30991,Toronto Defiant,Paris Eternal,1,75621.99604,62846.00782,75.77502978,65.97125235,406.9598199,348.6156151,39376.78041,23721.02931,30925.71895,39376.7804,34110.34093,38480.22036,38860.91069,34135.74009,32.88350349,35.53869321,111.1094776,98.03777438,35.13020249,30.84104986,34110.34093,38480.22036,1.83820827,2.246698996,56.37172027,48.4061511,591.4541492,524.7972431,37.37690148,34.72171176,3283.875431,3263.432513,2948.502694,2912.736675,453.5698,486.961656,535.9410744,571.5543183,600,600,33.06478887,30.10395832,28.18586014,23.89670751,301.2701444,286.9533164,31.86227668,34.92595712,0.204245363,1.22547218,21951.73081,20045.24172,18.3820827,8.986795985,0.816981453,1.021226817,0.103338428,0.177405428,15331.26971,4303.65405,1.183242912,1.348462896,2.042453633,0.408490727,1.429717543,2.655189723,5.310379446,4.697643356,1.021226817,0.816981453,1.429717543,0.204245363
4,30995,Paris Eternal,London Spitfire,1,62846.00782,57140.174,65.97125235,44.72668,348.6156151,402.2893732,23721.02931,25998.3377,39376.7804,35302.44011,38480.22036,30844.21,34135.74009,36297.67447,35.53869321,34.03116956,98.03777438,68.84019443,30.84104986,23.72458678,38480.22036,30844.21,2.246698996,1.166782956,48.4061511,27.6138633,524.7972431,442.4406099,34.72171176,25.08583356,3263.432513,3261.630231,2912.736675,3017.243058,486.961656,509.5462161,571.5543183,476.879182,600,600,30.10395832,29.39293554,23.89670751,26.64154417,286.9533164,307.1698712,34.92595712,22.16887617,1.22547218,0.388927652,20045.24172,19881.83609,8.986795985,8.750872173,1.021226817,2.916957391,0.177405428,0.670605558,4303.65405,13747.23126,1.348462896,1.211600395,0.408490727,0.97231913,2.655189723,4.083740348,4.697643356,0,0.816981453,0,0.204245363,0.583391478
6,30997,Vancouver Titans,Los Angeles Valiant,1,57989.8338,61878.07245,72.50783125,68.38740534,420.5342473,312.4535519,19451.71509,25733.23723,25139.0782,26617.77139,38167.16761,35012.33655,37869.94096,35596.50978,32.28582536,35.31218827,110.2046888,104.3387282,36.97538658,35.15240462,38167.16761,35012.33655,3.607354789,1.118485601,38.77906398,30.83824587,415.4785432,388.5881141,26.87479318,30.3588949,3280.204784,3242.413639,2916.804177,2907.853172,534.8786258,374.267965,573.8645099,565.8530673,600,600,30.5967283,32.32823951,29.03920605,32.11651513,357.2357622,452.1554901,34.45023823,27.96214004,0.721470958,0.798918287,21295.39655,18108.67938,15.15089011,21.7305774,2.164412873,1.917403888,0.601787383,0.253040452,19349.67072,13453.3046,1.547752102,1.064442091,0.901838697,0.479350972,2.885883831,4.314158748,0,0,0,0,0,1.278269259
10,31005,Washington Justice,Houston Outlaws,1,67847.29301,49950.842,51.12883564,42.25234602,377.502267,355.8919991,34531.58395,21431.12553,34313.56061,33485.85732,32048.96653,28431.91549,33889.27227,40692.80583,31.47618944,40.15471182,79.08991762,60.83139178,27.64152677,18.57904577,32048.96653,28431.91549,0.639110445,0,28.1208596,20.37701794,421.6917952,482.7738216,25.72419543,15.58242548,3291.581866,3205.887261,2948.698141,2861.876139,383.9713577,584.229023,535.5675388,632.4885714,600,600,31.51747802,27.92956274,28.60019243,27.86856865,292.5367616,233.0947965,19.49286859,23.67330025,0.319555223,0,18787.47802,18639.91269,12.46265369,12.5858052,2.39666417,1.498310142,0.387339664,0.674239564,11088.24667,12311.9141,1.129479721,1.503220371,0.319555223,0.299662028,2.875997005,0.299662028,0.319555223,0,0,0,1.437998502,0
11,31006,Philadelphia Fusion,Florida Mayhem,1,60172.13618,64960.30993,56.08194159,73.71685901,331.6842711,732.7215671,25863.49226,24243.58013,38006.62716,29544.71321,33762.39018,40581.9559,32113.28208,28567.09035,28.1208596,19.17836982,87.55813103,113.5719088,31.15663422,39.85504979,33762.39018,40581.9559,1.757553725,0,40.42373567,45.54862833,508.7437534,470.1217908,30.19796855,25.47127242,3309.408575,3409.322724,2780.536674,2706.202011,390.0580801,524.4836462,697.2864529,744.6712502,600,600,28.31309613,29.93214763,22.68842081,29.66654082,353.327373,332.3251907,27.00241632,40.15471182,0.319555223,0,19591.36553,17566.46832,9.906211905,15.88208751,1.917331336,0.299662028,0.367795771,0.027242003,6792.785369,16483.20954,1.163655604,1.422580892,0.479332834,0.599324057,2.556441782,3.595944342,0,0,0,0,0.958665668,1.198648114
12,31010,Philadelphia Fusion,New York Excelsior,1,66400.88825,65526.26932,57.0038781,69.07901942,447.2353584,539.0650011,31657.147,30091.24414,35368.77182,32312.78574,33898.33721,34486.60832,30872.27507,31262.01708,24.68437833,24.01267417,87.79256657,103.8269535,30.3759597,34.55347027,33898.33721,34486.60832,1.637630329,2.194288287,43.23042299,40.42811864,556.5181202,490.44139,32.552614,34.52587717,3347.325478,3351.784581,2823.247425,3135.011697,426.8320684,529.8094719,662.364768,371.7425078,600,600,28.90407273,31.17803011,24.87709723,26.49931426,344.2273146,647.9334935,24.631059,28.60918309,0.412728767,0.194463826,19311.65986,18720.47309,10.51803137,16.67921908,1.97047029,4.846815007,0.301941758,0.911555699,8108.493285,13372.11334,1.214734025,1.581782465,0.492617573,0.388927652,3.681256868,2.722165534,1.644182511,0,0.379426733,0,1.491137456,0.486159565
13,31011,Houston Outlaws,Boston Uprising,0,50221.07562,26509.24331,38.83896251,22.30093711,333.3281878,208.4937984,21414.07308,10742.8995,31670.35631,16648.13392,28602.87403,15682.31266,38934.011,16511.29472,41.20149746,18.1767912,59.01857079,34.06239024,20.17960828,11.76145313,28602.87403,15682.31266,0.262411696,0,23.57150548,17.10756819,484.6827096,230.2402277,17.89406305,11.15046855,3190.833066,1625.993603,2776.378113,1487.370667,536.5213808,307.3475659,733.3894127,259.1937184,600,300,27.34188886,13.9763546,24.95557557,9.317514818,325.5898584,177.56996,19.31538347,11.76145313,0,0,18380.18446,8785.075865,11.93475407,4.887876626,2.323625249,0.763730723,0.680441751,0.239889778,11427.28321,2672.599291,1.430546532,1.020444159,0.412242711,0,1.1994778,0.458238434,0,0,0,0,0.262411696,0.763730723
14,31012,Washington Justice,Paris Eternal,0,63506.54871,64004.74641,61.38361436,83.38399017,436.4513754,380.6109732,28094.11478,25245.14724,30366.41642,37180.48189,34578.10696,38331.49412,31387.6512,32121.95333,26.75938596,31.18181444,96.48829691,118.9262953,34.68249324,33.98121275,34578.10696,38331.49412,1.106790312,3.155541595,42.53209885,58.88582067,522.8973678,510.4265905,31.624534,43.77935314,3332.009707,3298.629867,2906.532846,2930.604389,406.829428,491.2988964,571.1852312,546.9633012,600,600,32.26880935,29.86619326,29.5199746,23.73506791,340.8709401,323.8099993,25.09751853,41.30736583,0.422189308,1.561092402,17985.74065,19380.88071,15.94055961,9.641617971,2.641596415,1.865408139,0.361212137,0.288707501,11062.64131,4009.386081,1.319982224,1.291034921,0.29098346,1.559040094,3.930909617,2.411430646,0.815806852,2.348821678,0.131205848,0.408490727,1.768646036,0.644040574
15,31016,New York Excelsior,Houston Outlaws,1,36681.01338,51112.67899,35.17117954,41.49042545,285.9481364,350.2996692,16163.0526,21728.26945,19626.83308,31075.55318,20114.34692,29108.1666,19661.30116,37143.73674,16.56467439,38.59754138,53.50295857,63.79952833,18.17114106,21.98996663,20114.34692,29108.1666,0.877715315,0.613753462,19.65104982,26.48518512,281.7792823,462.5290974,17.74584163,18.9902647,1993.710198,3219.039017,1859.632896,2828.620969,312.6745085,528.9456643,240.3558284,684.765432,360,600,18.71346895,28.53781984,16.27511765,25.29362092,367.3017739,328.3084589,14.46778719,20.25694789,0.160637968,0.319136241,11289.69146,18110.33821,8.867277214,12.66376227,2.560119281,2.346924102,0.515827977,0.595817306,7653.510154,11671.25896,0.930971098,1.387848928,0.362702154,0.833316895,1.503128399,1.637384499,0,0,0,0,0.194463826,0.174941131
16,31017,Toronto Defiant,Philadelphia Fusion,0,75621.99604,64584.39984,75.77502978,58.23238879,406.9598199,479.1378683,39376.78041,29470.55048,30925.71895,33731.05108,34110.34093,34491.61973,38860.91069,31158.08881,32.88350349,23.91297156,111.1094776,90.2884786,35.13020249,31.50476251,34110.34093,34491.61973,1.83820827,1.851234226,56.37172027,38.62448705,591.4541492,549.7531693,37.37690148,32.1963847,3283.875431,3359.978037,2948.502694,2822.85339,453.5698,436.3904586,535.9410744,661.492985,600,600,33.06478887,29.69267651,28.18586014,26.31989284,301.2701444,361.5160847,31.86227668,24.36073122,0.204245363,0.551327302,21951.73081,19479.44641,18.3820827,12.46647302,0.816981453,1.935040138,0.103338428,0.294147319,15331.26971,9744.920496,1.183242912,1.311546613,2.042453633,0.535542808,1.429717543,3.696957802,5.310379446,1.096121674,1.021226817,0.252951155,1.429717543,1.063135335
17,31018,Washington Justice,London Spitfire,0,37113.28499,41202.14982,35.90091303,35.86305184,256.0056281,242.967515,15520.1231,20327.50703,17643.81712,22420.58245,21202.91871,20305.11593,19456.98271,24855.85932,17.55951587,24.34975261,56.40453825,52.84253521,20.29534857,15.94664433,21202.91871,20305.11593,0.797324477,1.563083086,23.86860102,22.75256841,285.2325671,295.7904902,17.29912311,17.2132701,1983.172524,2159.930977,1739.566106,2037.585666,253.8861133,360.8839974,346.4524131,296.7792962,360,400,19.49612459,18.98632893,18.03333648,16.10608662,208.0818442,190.9206076,15.47633548,17.68606535,0.208276651,1.032839038,10769.40443,13340.51173,9.252491591,7.884538072,1.450647847,1.514237023,0.198648338,0.299554224,6947.503939,8839.627062,0.789283213,0.782755071,0.313398024,0.956343918,2.439184264,1.451566431,0.365723669,3.161187706,0.052482339,0.451598244,1.140868623,0.194463826
18,31023,New York Excelsior,Florida Mayhem,1,34405.60859,41208.34444,36.91654252,35.19623487,267.7249823,364.8816891,13991.37402,17230.97153,17895.46149,23956.91257,20050.46293,23351.31375,19274.14131,20884.48924,16.30596384,16.51083616,57.2762512,55.47956676,20.27685624,20.19901485,20050.46293,23351.31375,0.54539471,0.252951155,20.28923252,23.02436193,267.8353928,290.0109245,17.29731129,12.95922789,1997.736498,2235.482009,1787.936506,1855.914047,312.0050483,334.8318728,312.3219081,445.4958933,360,400,18.41496034,19.34046198,15.1080167,17.89896686,408.321496,177.7138377,15.59614594,20.13026809,0.082852437,0.084317052,10963.50531,12311.17502,9.728741905,7.14900431,2.631369685,0.352838498,0.461692817,0.061714948,7259.022039,8475.938449,0.951032355,0.931627216,0.546773376,0.452725841,1.747664146,1.95750158,0.169821142,2.107926296,0.056607047,0.421585259,0,0.736817579
20,31025,London Spitfire,Houston Outlaws,1,35220.71265,50220.51704,32.86444692,37.87861385,242.4192338,333.7332122,16225.34054,20691.33835,19675.66199,27850.58246,18630.0058,29223.56787,21218.28374,35543.05126,20.18362776,40.02481479,49.3558124,61.54230776,15.60624414,22.87283228,18630.0058,29223.56787,0.971027091,0.80244362,22.77528184,25.73093084,290.1698147,426.1132038,15.90173825,18.9851022,1957.631432,3205.707688,1816.512218,2844.748857,316.0960445,514.7774716,289.4862059,670.8938136,360,600,17.48210316,28.94561248,15.33695988,24.02342972,205.4337202,361.7925287,15.55504785,16.61137634,0.885121337,0.790861634,11396.05587,16994.43924,7.086306829,11.77057162,1.339846324,2.602248017,0.254823948,0.626741863,7517.759766,11598.55846,0.738596375,1.427727885,0.673338068,1.016464789,1.6671936,3.330053651,1.896712624,0.188690157,0.270958946,0,0.149855535,0.174941131
21,31029,Philadelphia Fusion,Boston Uprising,1,37717.31786,36329.006,35.70640345,34.33460211,308.7787978,301.8746886,16308.33074,14415.77553,18029.58273,21223.42241,21073.3375,21580.35563,18381.62025,21101.9051,13.56510184,21.05367555,54.82373868,53.06609508,18.79695275,18.41235674,21073.3375,21580.35563,1.240704016,0.199460151,23.62273831,25.12790382,341.2261922,295.1434264,18.78844213,17.28697714,2022.530392,2195.207336,1687.57884,1964.657708,258.9253157,372.307568,407.7505318,379.434101,360,400,18.11385716,19.48453953,16.87145084,14.74857099,212.44525,256.4782774,14.08419486,15.85926681,0.320382473,0.319136241,11485.86532,11635.08664,8.307241082,8.524332394,1.071792065,1.267102388,0.151565224,0.31957379,6685.950582,5868.950592,0.766906205,1.137579461,0.278956254,0.398920301,2.18836055,1.422469133,0.737918708,0.757948572,0.178519261,0.279244211,0.472896635,0.628829906
22,31030,Paris Eternal,Atlanta Reign,1,36720.2036,23130.00939,45.48908191,26.60430394,227.340901,222.5362324,14247.35146,9084.763043,20561.83897,11569.04601,22197.89861,13593.88637,20270.87671,8831.603018,19.05268076,7.361385072,66.40416174,39.38986749,20.25124194,12.26897512,22197.89861,13593.88637,1.262216638,0.774882639,30.13428325,20.01780151,280.4425216,103.5855394,23.26427675,16.40168253,1972.574476,1125.304103,1741.854015,943.3588122,290.0225201,236.01608,354.5284168,204.7241284,360,200,18.10526943,9.710763859,15.79817566,7.361385072,203.3798979,126.9327429,22.59068925,15.23935857,0.663837889,0.516588426,12060.10697,5591.524785,7.126924217,2.712089237,1.297776249,0.258294213,0.221002176,0.064573553,3942.554121,1915.897325,0.767878839,0.632510817,0.78121975,0,1.713189892,0.38744132,1.018330527,3.228677663,0.163396291,0.38744132,0.612224582,0
23,31031,London Spitfire,Florida Mayhem,1,35033.90599,58350.78126,35.45211123,46.3122304,249.1082058,488.7911421,14588.49777,24270.06463,18033.42151,33754.52764,20058.262,33364.03449,20637.83827,31907.83955,19.22037278,28.52328295,53.72854058,72.96036619,17.46909354,26.47417362,20058.262,33364.03449,1.07417714,0.611531657,25.75694972,31.71993908,303.2300389,447.8278554,16.94169106,17.9793549,1965.540061,3315.549908,1771.480668,2807.462836,297.1825012,508.4275822,335.733109,668.0625139,360,600,18.17804371,29.2029881,16.21872814,27.22205989,243.2494507,347.7958217,17.02543458,25.1503951,0.807335806,0.173962177,11074.65024,17921.05392,7.967002492,10.10729344,1.03177846,1.069999501,0.160543876,0.187454032,7783.045914,12819.69299,0.757250588,1.324329453,0.662423319,0.632016092,1.829373939,2.495372332,1.896712624,2.107926296,0.270958946,0.421585259,0.308500854,0.916107829
24,31032,Toronto Defiant,Houston Outlaws,0,38283.92025,51061.40564,33.69012593,42.13063171,245.8676403,359.8529531,18806.23948,20129.96035,18691.65676,26351.67513,18202.6791,30696.1995,23125.42539,35883.38099,20.42695805,37.15894177,49.9885888,68.01763765,16.23086523,25.04515845,18202.6791,30696.1995,0.864834686,0.678488343,23.22986218,28.790609,289.1305278,434.4962733,15.32236877,19.08197318,1959.551236,3235.001626,1769.899936,2880.076474,344.9531679,495.931824,321.8340385,622.4924739,360,600,18.09523655,30.28116247,15.69243605,26.15927118,192.5874739,375.5331207,15.19921683,20.39512111,0.067597641,0.841847489,12663.74912,17875.4121,8.411193024,13.56679546,0.690095331,2.215417342,0.108250872,0.518527073,7493.291972,13175.89043,0.772864797,1.422770813,0.771940918,1.045467076,0.711163158,3.497048656,2.146911584,0.188690157,0.204245363,0,0.285943509,0.356900982
25,31036,Toronto Defiant,Florida Mayhem,0,33778.90996,53932.24745,31.26270277,36.03510455,238.9120367,400.5381157,14413.55367,22927.29474,17561.23734,34153.25052,18495.91051,30095.38058,23054.69194,33158.31182,20.87828287,30.79422664,46.57951767,57.53250699,15.11865108,21.27530841,18495.91051,30095.38058,0.754315917,0.707795364,20.69769621,28.08870781,275.719483,459.1393191,12.73232328,16.08299469,1954.557912,3293.542899,1757.592378,2856.877703,349.0172152,484.609443,335.7121803,632.6745532,360,600,18.00522472,28.88943232,16.22621326,25.99694658,217.46075,430.2343113,14.39775734,18.4558188,0.198163825,0.222094031,12453.92408,18253.25507,7.648835845,8.904471821,0.912383368,1.595826253,0.14749659,0.313507189,7662.20102,12254.18414,0.77833188,1.233638104,0.492011634,1.154219208,0.939465418,2.114965728,1.084835695,2.204190003,0,0.421585259,0,0.805349579
26,31037,Paris Eternal,Houston Outlaws,0,35676.28407,53028.44002,46.2696493,49.67390756,217.1244693,374.4481644,14083.22127,19223.42619,18789.60442,24769.25744,21303.60226,33472.86225,20335.59758,36621.07948,19.48352071,36.52824983,69.34122396,78.34683565,22.54615321,28.00737079,21303.60226,33472.86225,1.132910835,0.311099035,29.9118356,30.8759051,261.700981,453.1288539,23.28956366,20.94896179,1963.768516,3237.001865,1717.151378,2829.900942,275.6296462,482.6469516,378.5028959,673.542504,360,600,18.06360619,30.48892951,16.0327001,26.93053975,248.7999879,428.1241538,21.79282176,24.94274046,0.525421452,0.665557295,11582.56182,18603.86441,9.16997298,17.57314478,1.769158212,2.131806975,0.269945982,0.513826922,5096.259523,15457.32824,0.733727557,1.454092176,0.877318269,1.129785866,2.462287934,3.016431141,0.36327652,0.188690157,0.106677999,0,0.606934842,0.356900982
27,31038,Washington Justice,Boston Uprising,1,34537.60308,52185.40716,34.73253221,41.78204768,267.183236,483.6681305,13308.85684,21744.21674,16253.0774,32699.13499,21071.3082,30073.34464,19163.27589,31179.72037,17.73383963,31.88632365,55.15136275,64.57578369,20.24128769,22.36175969,21071.3082,30073.34464,0.901743063,0.537980404,26.53873891,29.98002745,290.2448954,401.853815,16.63321132,21.12354001,1978.762304,3295.029318,1727.836542,2890.644795,279.3899411,599.8517459,370.3857196,623.4592537,360,600,19.17258395,28.19671224,17.45577007,21.06761572,206.314118,340.7262098,15.39314428,18.56742884,0.177542846,0.431976325,10394.2051,17223.05153,9.580026189,10.44261383,1.203555687,1.379942472,0.144635377,0.357187152,7030.928386,8632.291418,0.836186419,1.643389014,0.68079109,0.850280639,2.527529648,1.648149301,0.301812624,0.757948572,0.052482339,0.279244211,0.886446162,0.628829906
28,31042,Philadelphia Fusion,Paris Eternal,0,34544.32095,53540.1632,37.25582636,59.44062318,386.5219983,340.4128545,14027.97177,18447.89856,17797.79489,26539.88416,20261.82576,34498.46853,17601.84721,37559.76905,11.8205723,38.1455629,56.64940079,93.28520229,19.10666837,33.4920495,20261.82576,34498.46853,1.749611237,0.969648908,23.48765904,32.51165986,299.4921348,386.4644194,18.57739531,27.85655636,2041.567389,3219.231808,1630.899527,2857.968454,288.9830933,488.0060559,466.369884,641.9281196,360,600,17.58339008,30.86204894,16.40069181,27.47947094,171.1617751,549.4543889,15.31939478,29.04122497,0.286906061,0.352529607,11306.69789,19466.37553,8.180096483,15.34121296,0.734774266,4.008565643,0.115631684,0.677614742,7135.342896,13038.33226,0.818464048,1.411892095,0.313183893,0.886194814,1.836482615,4.471903317,0.215653806,0.605460866,0.22986072,0.177796665,0.203582888,0.650279476
29,31044,Washington Justice,New York Excelsior,0,33710.6184,52943.45408,32.6296157,59.24271931,321.9811097,465.6411628,13270.88499,19321.64903,15294.38966,29086.95833,19804.67655,33431.57773,19519.41087,31745.525,16.84388935,25.87973179,50.50817647,93.08233873,17.6255433,33.6118869,19804.67655,33431.57773,1.03794726,0.721860956,22.77363143,31.77518903,240.223975,441.435976,14.40608613,28.96365657,1990.122132,3338.171108,1725.130374,2877.006044,295.2549266,494.660955,376.8995786,623.9904701,360,600,18.92602681,30.13783804,16.91632698,27.0042013,207.6364161,553.1180083,17.55291807,24.84028664,0.25301746,0.22773252,10562.28907,18243.86251,8.132263541,15.07610852,0.896908895,2.809412145,0.108443501,0.517737383,8699.94364,12313.74824,0.823647877,1.371324823,0.673418574,1.180224336,1.801024142,3.096409487,0.174730398,0.283035236,0,0.094345079,0.466587448,0
30,31043,Boston Uprising,Atlanta Reign,0,29785.15357,41898.8644,23.27620584,48.17696594,315.4240572,305.7243476,11511.1207,16414.00755,18293.20372,21901.6797,17882.17958,24958.69512,18340.36655,20205.14512,18.0411235,21.76291492,35.76643241,73.28976491,12.18593095,24.53694499,17882.17958,24958.69512,0.413007889,1.249007079,15.11465364,34.77492469,229.2036477,250.8885397,12.04827157,26.47682687,1986.800629,2180.876593,1718.30854,1932.140144,351.4693207,378.024725,390.1993387,392.5324696,360,400,17.05272157,19.97883512,13.96586371,17.19946719,227.610134,318.5054089,9.909332441,25.25523735,0.304295619,0.575853981,9986.589392,10818.0093,5.663712345,8.105254736,0.793132134,1.502870867,0.183944631,0.236107173,7863.74309,6506.488679,0.888555838,1.077257507,0.961266616,0.296327775,0.986033501,1.394955753,0.454769143,3.347208773,0.167546527,0.446706874,0.071805654,0.414858885
31,32811,Shanghai Dragons,Guangzhou Charge,1,52353.29459,53824.55548,35.47312613,42.10459779,487.2669846,618.518473,23255.70385,25096.25628,27617.23884,33174.07146,28196.96028,27713.46136,32103.63777,29352.55877,32.74442412,23.78909775,57.84848261,66.52526451,22.10248628,23.99962074,28196.96028,27713.46136,0,0.631568967,13.64351005,26.52589661,170.0739982,294.8625071,17.46369286,18.73654602,3284.422738,3377.154102,2874.557765,2924.554501,586.4607902,758.585936,602.6376768,578.7024509,600,600,24.3530599,26.51829871,18.55517367,18.52602303,261.9396361,161.7934409,20.73813527,25.47328166,0.272870201,0.421045978,16956.58732,17504.36634,4.093053015,5.052551735,0.818610603,1.052614945,0.236487508,0.128652938,7564.507712,6881.154417,1.634267605,1.454674553,0.818610603,0.421045978,3.001572211,1.894706901,0,0,0,0,1.091480804,0
33,31066,Toronto Defiant,Boston Uprising,1,34058.34012,49856.99296,38.340201,29.80670462,286.9914881,485.8298655,10969.04465,19019.24715,15714.08166,31627.15499,21956.52652,30186.43285,23829.58306,31436.1143,18.23213482,35.51531718,55.047098,46.75728161,16.42719497,16.65106091,21956.52652,30186.43285,1.119340334,0.600379298,22.21916438,19.94169655,264.4958448,367.0344513,10.75957213,15.35579766,1984.171121,3262.959068,1755.84475,2855.793471,351.5601202,641.3545514,341.447316,642.837892,360,600,19.11185724,27.34872133,16.72011576,21.763602,233.903533,345.4002519,18.28589792,14.07190437,0.279702034,0.29951609,13554.00989,15776.29743,9.164116673,5.065716336,0.594104336,0.675431284,0.08472531,0.165509274,10874.5561,11266.83046,0.87095093,1.779483207,0.345134998,1.42617666,1.045487726,1.641341996,3.12604785,0,0.052105002,0,0,0
34,33021,Seoul Dynasty,Los Angeles Valiant,1,31448.99959,60672.0439,35.90046074,67.48252681,251.3515715,352.806085,12395.32723,20686.81714,15869.28884,24264.40658,18749.96127,39122.90974,18535.99987,39925.66263,21.03284504,37.85286876,55.10347014,100.9665287,19.01896361,33.03273927,18749.96127,39122.90974,0.871074821,1.797002086,20.43569971,37.67125661,194.9558339,434.0144353,15.05017238,24.34610357,1956.347698,3230.588242,1750.918337,2965.019532,375.4140292,499.6920982,349.0724317,525.8345617,360,600,16.63841622,30.93174204,12.02673435,26.32960175,225.3935143,334.2284916,18.17172746,32.13052298,0.184045787,0.451262632,9695.652354,21595.12577,3.709270017,13.4937484,0.869165006,1.23686047,0.162161452,0.193077368,4939.817868,15036.26843,1.008572661,1.398296964,0.663971316,1.174568236,1.668027995,2.902000661,0.421048383,1.453809187,0.168419353,0.048356329,0,0
35,32813,San Francisco Shock,Los Angeles Gladiators,0,71104.13665,65341.97573,90.61813266,89.65795476,480.4182683,414.0354036,25567.19894,16448.14119,29434.99288,27191.20896,43902.18255,48367.1554,39426.72955,44124.0143,29.45739362,34.45699391,130.4639012,127.4246931,39.24577602,36.88462773,43902.18255,48367.1554,3.295948835,2.064646442,60.75165511,54.71791598,618.9974929,611.0196154,28.64002772,24.43474992,3305.356895,3256.716848,2939.922174,3005.486553,463.3696812,445.38367,542.0089543,481.0095706,600,600,32.22901696,38.37897623,28.27424993,37.59651612,345.8855642,456.535751,43.97993435,43.1298577,0.599992484,0.8821106,23047.68729,25842.49464,17.06209342,20.08619607,1.493565486,1.65374626,0.158038757,0.348189068,19132.9546,19793.47882,1.220507289,1.27402132,0.802128554,0.9520034,2.594086351,1.423213818,4.211174908,0,0,0,0.099464104,0
38,31060,Florida Mayhem,Atlanta Reign,0,29734.94356,63320.1579,26.60558412,78.39156005,310.5080683,523.2006716,10924.21388,26710.05221,17566.54738,32763.89223,18537.39026,35775.46666,19162.85971,31757.8455,16.31358342,28.89846482,40.88027165,117.6639659,14.19202134,38.69655182,18537.39026,35775.46666,0.325011527,2.140950816,18.9219835,52.16782757,267.5409917,393.5631953,11.81427978,39.74448996,1998.137354,3309.384692,1721.800018,2893.804922,336.5181434,583.1511026,389.0321985,585.7936042,360,600,17.21246473,29.75089784,15.4294412,26.78786237,290.4843638,513.3761131,14.37307812,42.0906754,0.082666187,0.575853981,11040.2951,18107.43724,5.37600806,13.23393123,1.170460075,2.506307571,0.20495318,0.357953059,8395.444093,12587.98407,0.842894293,1.623967729,0.540760832,0.519313709,1.126297371,2.175406524,0.057758224,3.347208773,0,0.446706874,0.280848823,0.414858885
39,32857,Seoul Dynasty,Los Angeles Gladiators,1,46933.76135,68460.45017,44.30256389,91.21865259,469.1008233,404.4779522,17280.67183,24123.49676,25433.16552,25034.25448,29019.0332,43424.87397,32806.61689,39246.22715,36.3694584,36.15878262,69.63009027,132.8226437,25.04459939,40.51947753,29019.0332,43424.87397,0.848780971,2.616214659,21.85331549,53.70393498,333.8046263,501.5133833,17.69183974,32.39352902,3249.97929,3244.25426,2936.20267,3063.651637,697.2346427,510.67837,579.2501916,425.2462932,600,600,28.27034848,33.80791998,19.52418098,28.79399498,355.7521914,416.6546929,20.53447806,51.25116299,0.28292699,1.084513597,16837.86934,21683.04796,9.095987566,20.63718098,1.552756344,2.566039549,0.3421128,0.330102474,10470.91444,12121.84842,1.894509256,1.430004895,1.128365859,1.106212328,2.398195212,2.031026967,1.052620958,0,0.421048383,0,0,0.154171256
